asv,Kingdom,Phylum,Class,Order,Family,Genus
asv0254,Bacteria,Proteobacteria,NA,NA,NA,NA
asv0255,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
asv0256,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas
asv0257,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0258,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0259,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
asv0260,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0261,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0262,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0263,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0264,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio
asv0265,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ochrovirga
asv0266,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0267,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ochrovirga
asv0268,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
asv0269,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
asv0270,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0271,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0272,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0273,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0274,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,NA
asv0275,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
asv0276,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0277,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0278,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ochrovirga
asv0279,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0280,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0281,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv0282,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio
asv0283,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas
asv0284,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv0285,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio
asv0286,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio
asv0287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0288,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0289,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio
asv0290,Bacteria,NA,NA,NA,NA,NA
asv0291,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
asv0292,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
asv0293,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0294,Bacteria,NA,NA,NA,NA,NA
asv0295,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0296,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0297,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
asv0298,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0299,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ochrovirga
asv0300,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv0301,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0302,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0303,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0304,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas
asv0305,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0306,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv0307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
asv0308,Bacteria,Proteobacteria,NA,NA,NA,NA
asv0309,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,NA
asv0310,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0311,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0312,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,NA
asv0313,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0314,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ochrovirga
asv0315,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0316,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0317,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0318,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0319,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0320,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0321,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv0322,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ochrovirga
asv0323,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv0324,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0325,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv0326,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv0327,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0328,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0329,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv0330,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0331,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
asv0333,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv0334,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0335,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0336,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aestuariibacter
asv0337,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0338,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0339,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv0340,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0341,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
asv0342,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0343,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0344,Bacteria,NA,NA,NA,NA,NA
asv0345,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv0346,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv0347,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0348,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0350,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0351,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0352,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium
asv0353,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter
asv0354,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv0355,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0356,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas
asv0357,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
asv0358,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0359,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA
asv0360,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA
asv0361,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0362,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv0363,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0364,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0365,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0366,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0367,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,NA
asv0368,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter
asv0369,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira
asv0370,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0371,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA
asv0372,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0373,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
asv0374,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
asv0375,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0376,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0377,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0378,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0379,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0380,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0381,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv0382,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium
asv0383,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0384,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0385,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0386,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0387,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0388,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0389,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0390,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
asv0391,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv0392,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
asv0393,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter] taeniospiralis group
asv0394,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
asv0395,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0396,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter] taeniospiralis group
asv0397,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0398,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0399,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
asv0400,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0401,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv0402,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
asv0403,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
asv0404,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv0405,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Amphritea
asv0406,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0407,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA
asv0408,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0409,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0410,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv0411,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Amphritea
asv0412,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv0413,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0414,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0415,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia
asv0416,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
asv0417,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0418,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0419,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Catenococcus
asv0420,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv0421,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
asv0422,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Flexivirga
asv0423,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0424,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
asv0425,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella
asv0426,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
asv0427,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
asv0428,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Psychrosphaera
asv0429,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0430,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA
asv0431,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
asv0432,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0433,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0434,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0435,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
asv0436,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter
asv0437,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0438,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0439,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv0440,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0441,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv0442,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
asv0443,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
asv0444,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
asv0445,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv0446,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0447,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
asv0448,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
asv0449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0450,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0451,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv0452,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia
asv0453,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Algicola
asv0454,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
asv0455,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium
asv0456,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia
asv0457,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
asv0458,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0459,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0460,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0461,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Amphritea
asv0462,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
asv0463,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aestuariibacter
asv0464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
asv0465,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,NA
asv0466,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0467,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
asv0468,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0469,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv0470,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella
asv0471,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0472,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella
asv0473,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Mameliella
asv0475,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella
asv0476,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium
asv0477,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv0478,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella
asv0479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
asv0480,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
asv0481,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv0482,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
asv0483,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA
asv0484,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
